PO_Key,Package_Original,Subpackage_Original,Reassigned_Package,Reassigned_SubPackage,purchase_order_description,po_total_amount_ordered_in_usd_currency,material_group_description,Vendor Name,VBS Category1,VBS Category 2,,
4502773960570,#N/A,#N/A,#N/A,#N/A,1030756_MASALA BOX_MR.KWR.SS.6COMP.MSLBX,43.067066,FACILITIES MANAGEMENT SERVICES,SREE VYBHAV IMPEX,Services,SERVICES,,
4502773960580,#N/A,#N/A,#N/A,#N/A,1030639_BONE CHOPPER_FR.KWR.HVY BIG.WHDL,33.376976,FACILITIES MANAGEMENT SERVICES,SREE VYBHAV IMPEX,Services,SERVICES,,
4502773960590,#N/A,#N/A,#N/A,#N/A,1023683_CHEESE KNIFE_FM.KWR.CHSKNF.43280,3.409476,FACILITIES MANAGEMENT SERVICES,SREE VYBHAV IMPEX,Services,SERVICES,,
4502773960600,#N/A,#N/A,#N/A,#N/A,1030586_CHEF KNIFE_FR.KWR.FLIR.10IN.BL.C,24.494394,FACILITIES MANAGEMENT SERVICES,SREE VYBHAV IMPEX,Services,SERVICES,,
4502773960610,#N/A,#N/A,#N/A,#N/A,1030573_VEG KNIFE_FR.KWR.FLIR.6IN.WT.VGK,12.112612,FACILITIES MANAGEMENT SERVICES,SREE VYBHAV IMPEX,Services,SERVICES,,
4502773960620,#N/A,#N/A,#N/A,#N/A,1030577_VEG KNIFE_FR.KWR.FLIR.7IN.WT.VGK,13.189289,FACILITIES MANAGEMENT SERVICES,SREE VYBHAV IMPEX,Services,SERVICES,,
4502773960630,#N/A,#N/A,#N/A,#N/A,1031898_PEELER_EF.KWR.SS.PELR.A74,1.615015,FACILITIES MANAGEMENT SERVICES,SREE VYBHAV IMPEX,Services,SERVICES,,
4502773960640,#N/A,#N/A,#N/A,#N/A,1030591_BREAD KNIFE_FR.KWR.FLIR.8IN HVY.,9.869536,FACILITIES MANAGEMENT SERVICES,SREE VYBHAV IMPEX,Services,SERVICES,,
4502773960650,#N/A,#N/A,#N/A,#N/A,1030652_EGG SLICER_FR.BKY.3IN1.EGSLCR.,4.665599,FACILITIES MANAGEMENT SERVICES,SREE VYBHAV IMPEX,Services,SERVICES,,
4502773960660,#N/A,#N/A,#N/A,#N/A,1030601_CAN OPENER_FR.KWR.FLIR.SMPL.CNOP,4.665599,FACILITIES MANAGEMENT SERVICES,SREE VYBHAV IMPEX,Services,SERVICES,,
4502773960690,#N/A,#N/A,#N/A,#N/A,1004803_ICE CREAM CUTTEER_EF.RST.LRG.ICC,4.486153,FACILITIES MANAGEMENT SERVICES,SREE VYBHAV IMPEX,Services,SERVICES,,
4502773960700,#N/A,#N/A,#N/A,#N/A,1025593_JUICE STRAINER_EF.KWR.ELPHT SS.N,12.082705,FACILITIES MANAGEMENT SERVICES,SREE VYBHAV IMPEX,Services,SERVICES,,
4502773960710,#N/A,#N/A,#N/A,#N/A,1033592_WOODEN SPATULA_FR.BKY.NEW.WDNSPT,16.509042,FACILITIES MANAGEMENT SERVICES,SREE VYBHAV IMPEX,Services,SERVICES,,
4502773960720,#N/A,#N/A,#N/A,#N/A,1004465_CHOPPING BOARD_EF.KWR.RD.1218IN1,47.194326,FACILITIES MANAGEMENT SERVICES,SREE VYBHAV IMPEX,Services,SERVICES,,
4502773960730,#N/A,#N/A,#N/A,#N/A,1004466_CHOPPING BOARD_EF.KWR.WT.1218IN1,47.194326,FACILITIES MANAGEMENT SERVICES,SREE VYBHAV IMPEX,Services,SERVICES,,
4502773960740,#N/A,#N/A,#N/A,#N/A,1004464_CHOPPING BOARD_EF.KWR.GR.1218IN1,47.194326,FACILITIES MANAGEMENT SERVICES,SREE VYBHAV IMPEX,Services,SERVICES,,
4502773960750,#N/A,#N/A,#N/A,#N/A,1030357_JUG WITH LID_FR.RST.JD.PCB 1L.JG,53.47494,FACILITIES MANAGEMENT SERVICES,SREE VYBHAV IMPEX,Services,SERVICES,,
4502773960780,#N/A,#N/A,#N/A,#N/A,1030371_SQUEEZY BOTTLE_FR.RST.JD.24OZ IM,6.729229,FACILITIES MANAGEMENT SERVICES,SREE VYBHAV IMPEX,Services,SERVICES,,
4502773960790,#N/A,#N/A,#N/A,#N/A,1025010_PLASTIC TUB_EF.PTW.RECT.50X35X14,44.861527,FACILITIES MANAGEMENT SERVICES,SREE VYBHAV IMPEX,Services,SERVICES,,
4502773960800,#N/A,#N/A,#N/A,#N/A,1031621_RECYCLE BIN_EF.RST.38L.GRY.RECYC,31.403069,FACILITIES MANAGEMENT SERVICES,SREE VYBHAV IMPEX,Services,SERVICES,,
4502773960810,#N/A,#N/A,#N/A,#N/A,1004731_GARBAGE BIN_EF.RST.60L.WLD.GRBGB,80.99001,FACILITIES MANAGEMENT SERVICES,SREE VYBHAV IMPEX,Services,SERVICES,,
4502773960820,#N/A,#N/A,#N/A,#N/A,1004759_GARBAGE BIN_EF.RST.80L.OPNLD.GRB,185.846353,FACILITIES MANAGEMENT SERVICES,SREE VYBHAV IMPEX,Services,SERVICES,,
4502773960830,#N/A,#N/A,#N/A,#N/A,1025770_CRATES_NK.KWR.64160.CRTES.CH6416,34.094761,FACILITIES MANAGEMENT SERVICES,SREE VYBHAV IMPEX,Services,SERVICES,,
4502773960840,#N/A,#N/A,#N/A,#N/A,1013376_BAR CADDY_VN.BAC.BRCDY.BC002,23.567256,FACILITIES MANAGEMENT SERVICES,SREE VYBHAV IMPEX,Services,SERVICES,,
4502773960850,#N/A,#N/A,#N/A,#N/A,1017302_FRYPAN_AV.KWR.285 NSK WIND.FRYPN,166.884881,FACILITIES MANAGEMENT SERVICES,SREE VYBHAV IMPEX,Services,SERVICES,,
4502773960860,#N/A,#N/A,#N/A,#N/A,1029073_FRYPAN_AV.KWR.245 NSK WIND.FRYPN,126.210429,FACILITIES MANAGEMENT SERVICES,SREE VYBHAV IMPEX,Services,SERVICES,,
4502773960870,#N/A,#N/A,#N/A,#N/A,1025326_FRYPAN_AV.KWR.204 NSK WIND.FRYPN,98.216837,FACILITIES MANAGEMENT SERVICES,SREE VYBHAV IMPEX,Services,SERVICES,,
4502773960880,#N/A,#N/A,#N/A,#N/A,1028021_COOKER_FT.CKR.3L.CKR.IF30,96.003668,FACILITIES MANAGEMENT SERVICES,SREE VYBHAV IMPEX,Services,SERVICES,,
4502773960910,#N/A,#N/A,#N/A,#N/A,1029257_JUICER_EF.ANS.SJTHA PWRMTC.JUCR,121.245754,FACILITIES MANAGEMENT SERVICES,SREE VYBHAV IMPEX,Services,SERVICES,,
4502773960930,#N/A,#N/A,#N/A,#N/A,1032000_BAKING TRAY_EF.RST.FLT 16X12IN.S,114.127725,FACILITIES MANAGEMENT SERVICES,SREE VYBHAV IMPEX,Services,SERVICES,,
450278509620,#N/A,#N/A,#N/A,#N/A,Exempt - Documentation Charges,280.384544,FACILITIES MANAGEMENT SERVICES,Vignesh Business Services Pvt Ltd,Logistics Support,LOGISTICS SUPPORT,,
450278509630,#N/A,#N/A,#N/A,#N/A,Exempt-1 Service charges - VBS,84.115363,FACILITIES MANAGEMENT SERVICES,Vignesh Business Services Pvt Ltd,Logistics Support,LOGISTICS SUPPORT,,
450278509640,#N/A,#N/A,#N/A,#N/A,Exempt -2 - Documentation Charges,84.115363,FACILITIES MANAGEMENT SERVICES,Vignesh Business Services Pvt Ltd,Logistics Support,LOGISTICS SUPPORT,,
450283833720,#N/A,#N/A,#N/A,#N/A,Snacks for WED,119.021672,FACILITIES MANAGEMENT SERVICES,GREEN ENTERPRISE,Catering / Cafeteria / Vending,PEOPLE,,
4502917259160,#N/A,#N/A,#N/A,#N/A,Rental - Machine (Rs 900/- per machine),362.406346,FACILITIES MANAGEMENT SERVICES,Godrej & Boyce Mfg. Co. Ltd,Catering / Cafeteria / Vending,PEOPLE,,
450293735320,#N/A,#N/A,#N/A,#N/A,1-Exempt - Service Charge SEZ Assment,186.979826,FACILITIES MANAGEMENT SERVICES,Vignesh Business Services Pvt Ltd,Logistics Support,LOGISTICS SUPPORT,,
450293735330,#N/A,#N/A,#N/A,#N/A,1-Exempt - Service Charge Bonding Reware,186.979826,FACILITIES MANAGEMENT SERVICES,Vignesh Business Services Pvt Ltd,Logistics Support,LOGISTICS SUPPORT,,
4503046108160,#N/A,#N/A,#N/A,#N/A,Rental - Machine (Rs 900/- per machine),431.740636,FACILITIES MANAGEMENT SERVICES,Godrej & Boyce Mfg. Co. Ltd,Catering / Cafeteria / Vending,PEOPLE,,
4503046108200,#N/A,#N/A,#N/A,#N/A,Paper Cups = 1 pkt = 1 kg,1547.070613,FACILITIES MANAGEMENT SERVICES,Godrej & Boyce Mfg. Co. Ltd,Catering / Cafeteria / Vending,PEOPLE,,
450307417120,#N/A,#N/A,#N/A,#N/A,3M ij 35 with matt over lamination warra,551.668591,FACILITIES MANAGEMENT SERVICES,COCKTAILZ,Lease of Vehicle,LEASES AND RENTALS,,
450307417130,#N/A,#N/A,#N/A,#N/A,3M ij 35 with matt over lamination warra,586.147878,FACILITIES MANAGEMENT SERVICES,COCKTAILZ,Lease of Vehicle,LEASES AND RENTALS,,
450310150730,#N/A,#N/A,#N/A,#N/A,Garland,60.05524,FACILITIES MANAGEMENT SERVICES,IDREAMS TRADE AND EVENTS PVT LTD,Services,SERVICES,,
450310150740,#N/A,#N/A,#N/A,#N/A,Rangoli,360.331442,FACILITIES MANAGEMENT SERVICES,IDREAMS TRADE AND EVENTS PVT LTD,Services,SERVICES,,
450310519720,#N/A,#N/A,#N/A,#N/A,"ODC- Tea, Coffee with cookies",131.370838,FACILITIES MANAGEMENT SERVICES,HOTEL LEELA VENTURE LTD,Catering / Cafeteria / Vending,PEOPLE,,
450310767420,#N/A,#N/A,#N/A,#N/A,"ODC- Tea, Coffee with cookies",131.370838,FACILITIES MANAGEMENT SERVICES,HOTEL LEELA VENTURE LTD,Catering / Cafeteria / Vending,PEOPLE,,
450310767430,#N/A,#N/A,#N/A,#N/A,TRANSPORTATION CHARGES,217.700246,FACILITIES MANAGEMENT SERVICES,HOTEL LEELA VENTURE LTD,Catering / Cafeteria / Vending,PEOPLE,,
450314802120,#N/A,#N/A,#N/A,#N/A,Lunch veg,11.260358,FACILITIES MANAGEMENT SERVICES,GREEN ENTERPRISE,Catering / Cafeteria / Vending,PEOPLE,,
450314802130,#N/A,#N/A,#N/A,#N/A,Lunch Non veg,61.256345,FACILITIES MANAGEMENT SERVICES,GREEN ENTERPRISE,Catering / Cafeteria / Vending,PEOPLE,,
450314976620,#N/A,#N/A,#N/A,#N/A,Hostess,112.603576,FACILITIES MANAGEMENT SERVICES,GREEN ENTERPRISE,Catering / Cafeteria / Vending,PEOPLE,,
450314976630,#N/A,#N/A,#N/A,#N/A,Garland,135.124291,FACILITIES MANAGEMENT SERVICES,GREEN ENTERPRISE,Catering / Cafeteria / Vending,PEOPLE,,
450314976640,#N/A,#N/A,#N/A,#N/A,Boat shape flower for reception,45.04143,FACILITIES MANAGEMENT SERVICES,GREEN ENTERPRISE,Catering / Cafeteria / Vending,PEOPLE,,
450320502920,Maintenance,Office Equipment and Machinery Maint.,Maintenance,Building & Facilities Maint. Materials,Exhaust hood SS hood filters - 12 nos +,248.726487,FACILITIES MANAGEMENT SERVICES,VAR Electricals,Electricity,ELECTRICITY,,
450320502930,Maintenance,Office Equipment and Machinery Maint.,Maintenance,Building & Facilities Maint. Materials,Exhaust hood SS hood filters - 6 nos + 1,725.452254,FACILITIES MANAGEMENT SERVICES,VAR Electricals,Electricity,ELECTRICITY,,
450320502940,Maintenance,Office Equipment and Machinery Maint.,Maintenance,Building & Facilities Maint. Materials,Deep fryer,29.610296,FACILITIES MANAGEMENT SERVICES,VAR Electricals,Electricity,ELECTRICITY,,
450320502950,Maintenance,Office Equipment and Machinery Maint.,Unassigned,Unassigned,Baine Marie,355.323553,FACILITIES MANAGEMENT SERVICES,VAR Electricals,Electricity,ELECTRICITY,,
450320502960,Maintenance,Office Equipment and Machinery Maint.,Maintenance,Building & Facilities Maint. Materials,Wet Grinder,29.610296,FACILITIES MANAGEMENT SERVICES,VAR Electricals,Electricity,ELECTRICITY,,
450320502970,Maintenance,Office Equipment and Machinery Maint.,Maintenance,Building & Facilities Maint. Materials,Dough Kneader,29.610296,FACILITIES MANAGEMENT SERVICES,VAR Electricals,Electricity,ELECTRICITY,,
450320502980,Maintenance,Office Equipment and Machinery Maint.,Maintenance,Building & Facilities Maint. Materials,Induction stove,29.610296,FACILITIES MANAGEMENT SERVICES,VAR Electricals,Electricity,ELECTRICITY,,
450320502990,Maintenance,Office Equipment and Machinery Maint.,Maintenance,Building & Facilities Maint. Materials,Idli steamer,29.610296,FACILITIES MANAGEMENT SERVICES,VAR Electricals,Electricity,ELECTRICITY,,
450322738520,#N/A,#N/A,#N/A,#N/A,Supply of Melamine Black Glory Coffee Mu,695.841958,FACILITIES MANAGEMENT SERVICES,Godrej & Boyce Mfg. Co. Ltd,Catering / Cafeteria / Vending,PEOPLE,,
450325077820,#N/A,#N/A,#N/A,#N/A,HP Ink Catridge 934 Colour,141.799485,FACILITIES MANAGEMENT SERVICES,Benir E-Store Solutions Pvt Ltd,Office Supplies,OFFICE UTILITIES,,
450326057130,#N/A,#N/A,#N/A,#N/A,SGST @ 9% on Rent,16654.17231,FACILITIES MANAGEMENT SERVICES,Louis Associates,Leases_and_Rentals,LEASES AND RENTALS,,
450326057140,#N/A,#N/A,#N/A,#N/A,CGST @ 9% on Rent,16654.17231,FACILITIES MANAGEMENT SERVICES,Louis Associates,Leases_and_Rentals,LEASES AND RENTALS,,
450326057150,#N/A,#N/A,#N/A,#N/A,SGST @ 9% on CAM,1723.395496,FACILITIES MANAGEMENT SERVICES,Louis Associates,Leases_and_Rentals,LEASES AND RENTALS,,
450326057160,#N/A,#N/A,#N/A,#N/A,CGST @ 9% on CAM,1723.395496,FACILITIES MANAGEMENT SERVICES,Louis Associates,Leases_and_Rentals,LEASES AND RENTALS,,
450328892520,#N/A,#N/A,#N/A,#N/A,3M Frosted plain,265.874035,FACILITIES MANAGEMENT SERVICES,COCKTAILZ,Lease of Vehicle,LEASES AND RENTALS,,
450328892530,#N/A,#N/A,#N/A,#N/A,Design Charges,280.053984,FACILITIES MANAGEMENT SERVICES,COCKTAILZ,Lease of Vehicle,LEASES AND RENTALS,,
450328892540,#N/A,#N/A,#N/A,#N/A,Name plate,118.166238,FACILITIES MANAGEMENT SERVICES,COCKTAILZ,Lease of Vehicle,LEASES AND RENTALS,,
450331063670,Non ZBB,Non ZBB Accounts,Maintenance,Building & Facilities Maint. Materials,SMS,22.15617,FACILITIES MANAGEMENT SERVICES,Happy Visitors eSolutions Pvt Ltd,Services,SERVICES,,
450338622620,Maintenance,Office Equipment and Machinery Maint.,Maintenance,Office Equipment and machinery mai,COMPRESSOR (R134A 1/8HP) 230V/50HZ,647.490865,FACILITIES MANAGEMENT SERVICES,VIDYUTH ELECTRICALS,Services,SERVICES,,
450338622630,Maintenance,Office Equipment and Machinery Maint.,Maintenance,Office Equipment and machinery mai,GAS RECHARGING H & C,77.752584,FACILITIES MANAGEMENT SERVICES,VIDYUTH ELECTRICALS,Services,SERVICES,,
450338622640,Maintenance,Office Equipment and Machinery Maint.,Maintenance,Building & Facilities Maint. Materials,CONSUMABLE RO KIT,270.246846,FACILITIES MANAGEMENT SERVICES,VIDYUTH ELECTRICALS,Services,SERVICES,,
450338622650,Maintenance,Office Equipment and Machinery Maint.,Maintenance,Building & Facilities Maint. Materials,GF HOT TANK ASS'Y 1.5 LITER 220V 500W,650.342631,FACILITIES MANAGEMENT SERVICES,VIDYUTH ELECTRICALS,Services,SERVICES,,
450338622670,Maintenance,Office Equipment and Machinery Maint.,Maintenance,Building & Facilities Maint. Materials,Service Charges,56.643918,FACILITIES MANAGEMENT SERVICES,VIDYUTH ELECTRICALS,Services,SERVICES,,
450338622930,Utilities,"Water, Electricity, and Gas",Taxes,Other Taxes,Tax,2501.549857,FACILITIES MANAGEMENT SERVICES,Louis Associates,Leases_and_Rentals,LEASES AND RENTALS,,
450338623220,People,Facility benefits,Travel,Business Travel,141/hr @ 170 hr                  ,12507.74929,FACILITIES MANAGEMENT SERVICES,REGALINDIA TOURS & TRAVELS PVT LTD,Other Travel Costs,TRAVEL,,
450338623230,People,Facility benefits,Travel,Business Travel,Extra Kms @ 14/Km               ,1236.059929,FACILITIES MANAGEMENT SERVICES,REGALINDIA TOURS & TRAVELS PVT LTD,Other Travel Costs,TRAVEL,,
450338623240,People,Facility benefits,Travel,Business Travel,Night Bata @ 200/night          ,3531.599799,FACILITIES MANAGEMENT SERVICES,REGALINDIA TOURS & TRAVELS PVT LTD,Other Travel Costs,TRAVEL,,
450338623250,People,Facility benefits,Travel,Business Travel,"additional charges (parking/batta,etc)",2942.999832,FACILITIES MANAGEMENT SERVICES,REGALINDIA TOURS & TRAVELS PVT LTD,Other Travel Costs,TRAVEL,,
450338623720,People,Facility benefits,Travel,Business Travel,Toyota Etios Escort (50% of 40 kms + 900,5959.57466,FACILITIES MANAGEMENT SERVICES,REGALINDIA TOURS & TRAVELS PVT LTD,Other Travel Costs,TRAVEL,,
450338623730,#N/A,#N/A,#N/A,#N/A,Toyota Etios 8 hrs 80 Kms,3767.039785,FACILITIES MANAGEMENT SERVICES,REGALINDIA TOURS & TRAVELS PVT LTD,Other Travel Costs,TRAVEL,,
450338623740,#N/A,#N/A,#N/A,#N/A,Toyota Etios Airport drop per 1400,824.039953,FACILITIES MANAGEMENT SERVICES,REGALINDIA TOURS & TRAVELS PVT LTD,Other Travel Costs,TRAVEL,,
450338623750,#N/A,#N/A,#N/A,#N/A,Toyota Etios per kms Charges,1324.349924,FACILITIES MANAGEMENT SERVICES,REGALINDIA TOURS & TRAVELS PVT LTD,Other Travel Costs,TRAVEL,,
450338623760,#N/A,#N/A,#N/A,#N/A,Toyota Etios Kms extra 15/hr,353.15998,FACILITIES MANAGEMENT SERVICES,REGALINDIA TOURS & TRAVELS PVT LTD,Other Travel Costs,TRAVEL,,
450338623770,#N/A,#N/A,#N/A,#N/A,Toyota Etios night betta,309.014982,FACILITIES MANAGEMENT SERVICES,REGALINDIA TOURS & TRAVELS PVT LTD,Other Travel Costs,TRAVEL,,
450338623780,#N/A,#N/A,#N/A,#N/A,Toyota Etios Parking,147.149992,FACILITIES MANAGEMENT SERVICES,REGALINDIA TOURS & TRAVELS PVT LTD,Other Travel Costs,TRAVEL,,
450338623790,#N/A,#N/A,#N/A,#N/A,Toyota Etios O/S  betta,29.429998,FACILITIES MANAGEMENT SERVICES,REGALINDIA TOURS & TRAVELS PVT LTD,Other Travel Costs,TRAVEL,,
4503386237100,#N/A,#N/A,#N/A,#N/A,Toyota Innova 4 hrs (40 Kms) slab,161.864991,FACILITIES MANAGEMENT SERVICES,REGALINDIA TOURS & TRAVELS PVT LTD,Other Travel Costs,TRAVEL,,
4503386237110,#N/A,#N/A,#N/A,#N/A,Toyota Innova 8 hrs 80 Kms,309.014982,FACILITIES MANAGEMENT SERVICES,REGALINDIA TOURS & TRAVELS PVT LTD,Other Travel Costs,TRAVEL,,
4503386237120,#N/A,#N/A,#N/A,#N/A,Toyota Innova Airport drop per 1900,559.169968,FACILITIES MANAGEMENT SERVICES,REGALINDIA TOURS & TRAVELS PVT LTD,Other Travel Costs,TRAVEL,,
4503386237130,#N/A,#N/A,#N/A,#N/A,Toyota Innova Kms extra 15/hr,23.543999,FACILITIES MANAGEMENT SERVICES,REGALINDIA TOURS & TRAVELS PVT LTD,Other Travel Costs,TRAVEL,,
4503386237140,#N/A,#N/A,#N/A,#N/A,Toyota Innova per kms Charges,17.657999,FACILITIES MANAGEMENT SERVICES,REGALINDIA TOURS & TRAVELS PVT LTD,Other Travel Costs,TRAVEL,,
4503386237150,#N/A,#N/A,#N/A,#N/A,Toyota Innova night betta,29.429998,FACILITIES MANAGEMENT SERVICES,REGALINDIA TOURS & TRAVELS PVT LTD,Other Travel Costs,TRAVEL,,
4503386237160,#N/A,#N/A,#N/A,#N/A,Toyota Innova O/S  betta,29.429998,FACILITIES MANAGEMENT SERVICES,REGALINDIA TOURS & TRAVELS PVT LTD,Other Travel Costs,TRAVEL,,
4503386237170,#N/A,#N/A,#N/A,#N/A,Toyota Innova Parking,147.149992,FACILITIES MANAGEMENT SERVICES,REGALINDIA TOURS & TRAVELS PVT LTD,Other Travel Costs,TRAVEL,,
450343391620,Institutional,Internal Events,Institutional,Internal Events,Extension Box ( Philps/Havels),279.946009,FACILITIES MANAGEMENT SERVICES,VIDYUTH ELECTRICALS,Services,SERVICES,,
450344964060,Non ZBB,Non ZBB Accounts,Maintenance,Building & Facilities Maint. Materials,SMS,22.101001,FACILITIES MANAGEMENT SERVICES,Happy Visitors eSolutions Pvt Ltd,Services,SERVICES,,
450347380020,People,Facility benefits,Travel,Business Travel,141/hr @ 170 hr                  ,18034.41656,FACILITIES MANAGEMENT SERVICES,REGALINDIA TOURS & TRAVELS PVT LTD,Other Travel Costs,TRAVEL,,
450347380030,People,Facility benefits,Travel,Business Travel,Extra Kms @ 14/Km               ,1980.249662,FACILITIES MANAGEMENT SERVICES,REGALINDIA TOURS & TRAVELS PVT LTD,Other Travel Costs,TRAVEL,,
450347380040,People,Facility benefits,Travel,Business Travel,Night Bata @ 200/night          ,4714.880147,FACILITIES MANAGEMENT SERVICES,REGALINDIA TOURS & TRAVELS PVT LTD,Other Travel Costs,TRAVEL,,
450347380050,People,Facility benefits,Travel,Business Travel,"additional charges (parking/batta,etc)",1473.400046,FACILITIES MANAGEMENT SERVICES,REGALINDIA TOURS & TRAVELS PVT LTD,Other Travel Costs,TRAVEL,,
450347405120,Utilities,Office Supplies,Utilities,Office Supplies,Printer papers,12.96592,FACILITIES MANAGEMENT SERVICES,Happy Visitors eSolutions Pvt Ltd,Services,SERVICES,,
450348758030,Maintenance,Building & Facilities Maint. Materials,Maintenance,Building & Facilities Maint. Materials,Bathla Step Ladder,221.010007,FACILITIES MANAGEMENT SERVICES,VIDYUTH ELECTRICALS,Services,SERVICES,,
450349867120,People,Individual Benefits,People,Individual Benefits,Veg. Samosa,6.24162,FACILITIES MANAGEMENT SERVICES,Hi Curry Hospitality LLP,Office Supplies,OFFICE UTILITIES,,
450349867130,People,Individual Benefits,People,Facility benefits,Tetra pack juice,10.4027,FACILITIES MANAGEMENT SERVICES,Hi Curry Hospitality LLP,Office Supplies,OFFICE UTILITIES,,
450349867140,People,Individual Benefits,People,Individual Benefits,KFC Veg crackers,15.604051,FACILITIES MANAGEMENT SERVICES,Hi Curry Hospitality LLP,Office Supplies,OFFICE UTILITIES,,
450349867150,People,Individual Benefits,Institutional,Internal Events,Packed snack boxes for SCM - 18th Jan 17,668.745027,FACILITIES MANAGEMENT SERVICES,Hi Curry Hospitality LLP,Office Supplies,OFFICE UTILITIES,,
450349867160,People,Individual Benefits,People,Facility benefits,Diet Pepsi,60.930102,FACILITIES MANAGEMENT SERVICES,Hi Curry Hospitality LLP,Office Supplies,OFFICE UTILITIES,,
450349867170,People,Individual Benefits,People,Facility benefits,Unibic Cookie,26.006751,FACILITIES MANAGEMENT SERVICES,Hi Curry Hospitality LLP,Office Supplies,OFFICE UTILITIES,,
450349867180,People,Individual Benefits,People,Facility benefits,Mineral water,23.777601,FACILITIES MANAGEMENT SERVICES,Hi Curry Hospitality LLP,Office Supplies,OFFICE UTILITIES,,
450349867190,People,Individual Benefits,People,Individual Benefits,Lays Patato chips,2.9722,FACILITIES MANAGEMENT SERVICES,Hi Curry Hospitality LLP,Office Supplies,OFFICE UTILITIES,,
4503498671100,#N/A,#N/A,#N/A,#N/A,Tropicana juice,5.9444,FACILITIES MANAGEMENT SERVICES,Hi Curry Hospitality LLP,Office Supplies,OFFICE UTILITIES,,
450350675620,Maintenance,Office Equipment and Machinery Maint.,Maintenance,Building & Facilities Maint. Materials,Exhaust hood SS hood filters - 12 nos+2,686.578228,FACILITIES MANAGEMENT SERVICES,VAR Electricals,Electricity,ELECTRICITY,,
450350675630,Maintenance,Office Equipment and Machinery Maint.,Maintenance,Building & Facilities Maint. Materials,Exhaust hood SS hood filters - 6 nos+1,2002.519831,FACILITIES MANAGEMENT SERVICES,VAR Electricals,Electricity,ELECTRICITY,,
450350675640,Maintenance,Office Equipment and Machinery Maint.,Maintenance,Building & Facilities Maint. Materials,Deep fryer,81.735503,FACILITIES MANAGEMENT SERVICES,VAR Electricals,Electricity,ELECTRICITY,,
450350675650,Maintenance,Office Equipment and Machinery Maint.,Unassigned,Unassigned,Baine Marie,980.82604,FACILITIES MANAGEMENT SERVICES,VAR Electricals,Electricity,ELECTRICITY,,
450350675660,Maintenance,Office Equipment and Machinery Maint.,Maintenance,Building & Facilities Maint. Materials,Wet Grinder,81.735503,FACILITIES MANAGEMENT SERVICES,VAR Electricals,Electricity,ELECTRICITY,,
450350675670,Maintenance,Office Equipment and Machinery Maint.,Maintenance,Building & Facilities Maint. Materials,Dough Kneader,81.735503,FACILITIES MANAGEMENT SERVICES,VAR Electricals,Electricity,ELECTRICITY,,
450350675680,Maintenance,Office Equipment and Machinery Maint.,Maintenance,Building & Facilities Maint. Materials,Induction stove,81.735503,FACILITIES MANAGEMENT SERVICES,VAR Electricals,Electricity,ELECTRICITY,,
450350675690,Maintenance,Office Equipment and Machinery Maint.,Maintenance,Building & Facilities Maint. Materials,Idli steamer,81.735503,FACILITIES MANAGEMENT SERVICES,VAR Electricals,Electricity,ELECTRICITY,,
450354559920,People,Facility benefits,Travel,Business Travel,2 Employee per vehicle pickup & drop-TE,62416.20253,FACILITIES MANAGEMENT SERVICES,REGALINDIA TOURS & TRAVELS PVT LTD,Other Travel Costs,TRAVEL,,
450354559930,People,Facility benefits,Travel,Business Travel,Escort drop only TE,27864.37613,FACILITIES MANAGEMENT SERVICES,REGALINDIA TOURS & TRAVELS PVT LTD,Other Travel Costs,TRAVEL,,
450354559940,People,Facility benefits,Travel,Business Travel,Waiting Charges per hr per car,89166.00362,FACILITIES MANAGEMENT SERVICES,REGALINDIA TOURS & TRAVELS PVT LTD,Other Travel Costs,TRAVEL,,
450354559950,#N/A,#N/A,#N/A,#N/A,2 Employee per vehicle pickup & drop-MD,25305.31183,FACILITIES MANAGEMENT SERVICES,REGALINDIA TOURS & TRAVELS PVT LTD,Other Travel Costs,TRAVEL,,
450354559960,#N/A,#N/A,#N/A,#N/A,2 Employee per vehicle pickup & drop-TE,49433.63241,FACILITIES MANAGEMENT SERVICES,REGALINDIA TOURS & TRAVELS PVT LTD,Other Travel Costs,TRAVEL,,
